Max profit 3333
 at price 1: 967, price 2: 934
Price 1 = 900, Profit 1: 100, Volume 1: 0, Price 2: 901 Profit 2: 99, Volume 2: 1, Total Profit: 99
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 970 Profit 2: 30, Volume 2: 5, Total Profit: 2425
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 971 Profit 2: 29, Volume 2: 6, Total Profit: 2449
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 972 Profit 2: 28, Volume 2: 7, Total Profit: 2471
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 973 Profit 2: 27, Volume 2: 8, Total Profit: 2491
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 974 Profit 2: 26, Volume 2: 9, Total Profit: 2509
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 975 Profit 2: 25, Volume 2: 10, Total Profit: 2525
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 976 Profit 2: 24, Volume 2: 11, Total Profit: 2539
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 977 Profit 2: 23, Volume 2: 12, Total Profit: 2551
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 978 Profit 2: 22, Volume 2: 13, Total Profit: 2561
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 979 Profit 2: 21, Volume 2: 14, Total Profit: 2569
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 980 Profit 2: 20, Volume 2: 15, Total Profit: 2575
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 981 Profit 2: 19, Volume 2: 16, Total Profit: 2579
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 982 Profit 2: 18, Volume 2: 17, Total Profit: 2581
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 983 Profit 2: 17, Volume 2: 18, Total Profit: 2581
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 984 Profit 2: 16, Volume 2: 19, Total Profit: 2579
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 985 Profit 2: 15, Volume 2: 20, Total Profit: 2575
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 986 Profit 2: 14, Volume 2: 21, Total Profit: 2569
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 987 Profit 2: 13, Volume 2: 22, Total Profit: 2561
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 988 Profit 2: 12, Volume 2: 23, Total Profit: 2551
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 989 Profit 2: 11, Volume 2: 24, Total Profit: 2539
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 990 Profit 2: 10, Volume 2: 25, Total Profit: 2525
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 991 Profit 2: 9, Volume 2: 26, Total Profit: 2509
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 992 Profit 2: 8, Volume 2: 27, Total Profit: 2491
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 993 Profit 2: 7, Volume 2: 28, Total Profit: 2471
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 994 Profit 2: 6, Volume 2: 29, Total Profit: 2449
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 995 Profit 2: 5, Volume 2: 30, Total Profit: 2425
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 996 Profit 2: 4, Volume 2: 31, Total Profit: 2399
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 997 Profit 2: 3, Volume 2: 32, Total Profit: 2371
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 998 Profit 2: 2, Volume 2: 33, Total Profit: 2341
Price 1 = 965, Profit 1: 35, Volume 1: 65, Price 2: 999 Profit 2: 1, Volume 2: 34, Total Profit: 2309
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 967 Profit 2: 33, Volume 2: 1, Total Profit: 2277
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 968 Profit 2: 32, Volume 2: 2, Total Profit: 2308
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 969 Profit 2: 31, Volume 2: 3, Total Profit: 2337
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 970 Profit 2: 30, Volume 2: 4, Total Profit: 2364
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 971 Profit 2: 29, Volume 2: 5, Total Profit: 2389
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 972 Profit 2: 28, Volume 2: 6, Total Profit: 2412
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 973 Profit 2: 27, Volume 2: 7, Total Profit: 2433
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 974 Profit 2: 26, Volume 2: 8, Total Profit: 2452
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 975 Profit 2: 25, Volume 2: 9, Total Profit: 2469
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 976 Profit 2: 24, Volume 2: 10, Total Profit: 2484
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 977 Profit 2: 23, Volume 2: 11, Total Profit: 2497
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 978 Profit 2: 22, Volume 2: 12, Total Profit: 2508
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 979 Profit 2: 21, Volume 2: 13, Total Profit: 2517
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 980 Profit 2: 20, Volume 2: 14, Total Profit: 2524
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 981 Profit 2: 19, Volume 2: 15, Total Profit: 2529
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 982 Profit 2: 18, Volume 2: 16, Total Profit: 2532
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 983 Profit 2: 17, Volume 2: 17, Total Profit: 2533
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 984 Profit 2: 16, Volume 2: 18, Total Profit: 2532
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 985 Profit 2: 15, Volume 2: 19, Total Profit: 2529
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 986 Profit 2: 14, Volume 2: 20, Total Profit: 2524
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 987 Profit 2: 13, Volume 2: 21, Total Profit: 2517
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 988 Profit 2: 12, Volume 2: 22, Total Profit: 2508
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 989 Profit 2: 11, Volume 2: 23, Total Profit: 2497
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 990 Profit 2: 10, Volume 2: 24, Total Profit: 2484
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 991 Profit 2: 9, Volume 2: 25, Total Profit: 2469
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 992 Profit 2: 8, Volume 2: 26, Total Profit: 2452
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 993 Profit 2: 7, Volume 2: 27, Total Profit: 2433
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 994 Profit 2: 6, Volume 2: 28, Total Profit: 2412
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 995 Profit 2: 5, Volume 2: 29, Total Profit: 2389
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 996 Profit 2: 4, Volume 2: 30, Total Profit: 2364
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 997 Profit 2: 3, Volume 2: 31, Total Profit: 2337
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 998 Profit 2: 2, Volume 2: 32, Total Profit: 2308
Price 1 = 966, Profit 1: 34, Volume 1: 66, Price 2: 999 Profit 2: 1, Volume 2: 33, Total Profit: 2277
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 968 Profit 2: 32, Volume 2: 1, Total Profit: 2243
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 969 Profit 2: 31, Volume 2: 2, Total Profit: 2273
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 970 Profit 2: 30, Volume 2: 3, Total Profit: 2301
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 971 Profit 2: 29, Volume 2: 4, Total Profit: 2327
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 972 Profit 2: 28, Volume 2: 5, Total Profit: 2351
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 973 Profit 2: 27, Volume 2: 6, Total Profit: 2373
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 974 Profit 2: 26, Volume 2: 7, Total Profit: 2393
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 975 Profit 2: 25, Volume 2: 8, Total Profit: 2411
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 976 Profit 2: 24, Volume 2: 9, Total Profit: 2427
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 977 Profit 2: 23, Volume 2: 10, Total Profit: 2441
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 978 Profit 2: 22, Volume 2: 11, Total Profit: 2453
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 979 Profit 2: 21, Volume 2: 12, Total Profit: 2463
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 980 Profit 2: 20, Volume 2: 13, Total Profit: 2471
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 981 Profit 2: 19, Volume 2: 14, Total Profit: 2477
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 982 Profit 2: 18, Volume 2: 15, Total Profit: 2481
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 983 Profit 2: 17, Volume 2: 16, Total Profit: 2483
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 984 Profit 2: 16, Volume 2: 17, Total Profit: 2483
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 985 Profit 2: 15, Volume 2: 18, Total Profit: 2481
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 986 Profit 2: 14, Volume 2: 19, Total Profit: 2477
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 987 Profit 2: 13, Volume 2: 20, Total Profit: 2471
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 988 Profit 2: 12, Volume 2: 21, Total Profit: 2463
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 989 Profit 2: 11, Volume 2: 22, Total Profit: 2453
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 990 Profit 2: 10, Volume 2: 23, Total Profit: 2441
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 991 Profit 2: 9, Volume 2: 24, Total Profit: 2427
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 992 Profit 2: 8, Volume 2: 25, Total Profit: 2411
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 993 Profit 2: 7, Volume 2: 26, Total Profit: 2393
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 994 Profit 2: 6, Volume 2: 27, Total Profit: 2373
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 995 Profit 2: 5, Volume 2: 28, Total Profit: 2351
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 996 Profit 2: 4, Volume 2: 29, Total Profit: 2327
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 997 Profit 2: 3, Volume 2: 30, Total Profit: 2301
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 998 Profit 2: 2, Volume 2: 31, Total Profit: 2273
Price 1 = 967, Profit 1: 33, Volume 1: 67, Price 2: 999 Profit 2: 1, Volume 2: 32, Total Profit: 2243
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 969 Profit 2: 31, Volume 2: 1, Total Profit: 2207
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 970 Profit 2: 30, Volume 2: 2, Total Profit: 2236
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 971 Profit 2: 29, Volume 2: 3, Total Profit: 2263
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 972 Profit 2: 28, Volume 2: 4, Total Profit: 2288
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 973 Profit 2: 27, Volume 2: 5, Total Profit: 2311
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 974 Profit 2: 26, Volume 2: 6, Total Profit: 2332
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 975 Profit 2: 25, Volume 2: 7, Total Profit: 2351
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 976 Profit 2: 24, Volume 2: 8, Total Profit: 2368
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 977 Profit 2: 23, Volume 2: 9, Total Profit: 2383
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 978 Profit 2: 22, Volume 2: 10, Total Profit: 2396
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 979 Profit 2: 21, Volume 2: 11, Total Profit: 2407
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 980 Profit 2: 20, Volume 2: 12, Total Profit: 2416
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 981 Profit 2: 19, Volume 2: 13, Total Profit: 2423
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 982 Profit 2: 18, Volume 2: 14, Total Profit: 2428
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 983 Profit 2: 17, Volume 2: 15, Total Profit: 2431
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 984 Profit 2: 16, Volume 2: 16, Total Profit: 2432
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 985 Profit 2: 15, Volume 2: 17, Total Profit: 2431
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 986 Profit 2: 14, Volume 2: 18, Total Profit: 2428
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 987 Profit 2: 13, Volume 2: 19, Total Profit: 2423
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 988 Profit 2: 12, Volume 2: 20, Total Profit: 2416
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 989 Profit 2: 11, Volume 2: 21, Total Profit: 2407
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 990 Profit 2: 10, Volume 2: 22, Total Profit: 2396
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 991 Profit 2: 9, Volume 2: 23, Total Profit: 2383
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 992 Profit 2: 8, Volume 2: 24, Total Profit: 2368
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 993 Profit 2: 7, Volume 2: 25, Total Profit: 2351
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 994 Profit 2: 6, Volume 2: 26, Total Profit: 2332
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 995 Profit 2: 5, Volume 2: 27, Total Profit: 2311
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 996 Profit 2: 4, Volume 2: 28, Total Profit: 2288
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 997 Profit 2: 3, Volume 2: 29, Total Profit: 2263
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 998 Profit 2: 2, Volume 2: 30, Total Profit: 2236
Price 1 = 968, Profit 1: 32, Volume 1: 68, Price 2: 999 Profit 2: 1, Volume 2: 31, Total Profit: 2207
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 970 Profit 2: 30, Volume 2: 1, Total Profit: 2169
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 971 Profit 2: 29, Volume 2: 2, Total Profit: 2197
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 972 Profit 2: 28, Volume 2: 3, Total Profit: 2223
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 973 Profit 2: 27, Volume 2: 4, Total Profit: 2247
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 974 Profit 2: 26, Volume 2: 5, Total Profit: 2269
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 975 Profit 2: 25, Volume 2: 6, Total Profit: 2289
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 976 Profit 2: 24, Volume 2: 7, Total Profit: 2307
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 977 Profit 2: 23, Volume 2: 8, Total Profit: 2323
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 978 Profit 2: 22, Volume 2: 9, Total Profit: 2337
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 979 Profit 2: 21, Volume 2: 10, Total Profit: 2349
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 980 Profit 2: 20, Volume 2: 11, Total Profit: 2359
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 981 Profit 2: 19, Volume 2: 12, Total Profit: 2367
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 982 Profit 2: 18, Volume 2: 13, Total Profit: 2373
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 983 Profit 2: 17, Volume 2: 14, Total Profit: 2377
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 984 Profit 2: 16, Volume 2: 15, Total Profit: 2379
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 985 Profit 2: 15, Volume 2: 16, Total Profit: 2379
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 986 Profit 2: 14, Volume 2: 17, Total Profit: 2377
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 987 Profit 2: 13, Volume 2: 18, Total Profit: 2373
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 988 Profit 2: 12, Volume 2: 19, Total Profit: 2367
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 989 Profit 2: 11, Volume 2: 20, Total Profit: 2359
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 990 Profit 2: 10, Volume 2: 21, Total Profit: 2349
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 991 Profit 2: 9, Volume 2: 22, Total Profit: 2337
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 992 Profit 2: 8, Volume 2: 23, Total Profit: 2323
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 993 Profit 2: 7, Volume 2: 24, Total Profit: 2307
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 994 Profit 2: 6, Volume 2: 25, Total Profit: 2289
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 995 Profit 2: 5, Volume 2: 26, Total Profit: 2269
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 996 Profit 2: 4, Volume 2: 27, Total Profit: 2247
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 997 Profit 2: 3, Volume 2: 28, Total Profit: 2223
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 998 Profit 2: 2, Volume 2: 29, Total Profit: 2197
Price 1 = 969, Profit 1: 31, Volume 1: 69, Price 2: 999 Profit 2: 1, Volume 2: 30, Total Profit: 2169
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 971 Profit 2: 29, Volume 2: 1, Total Profit: 2129
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 972 Profit 2: 28, Volume 2: 2, Total Profit: 2156
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 973 Profit 2: 27, Volume 2: 3, Total Profit: 2181
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 974 Profit 2: 26, Volume 2: 4, Total Profit: 2204
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 975 Profit 2: 25, Volume 2: 5, Total Profit: 2225
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 976 Profit 2: 24, Volume 2: 6, Total Profit: 2244
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 977 Profit 2: 23, Volume 2: 7, Total Profit: 2261
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 978 Profit 2: 22, Volume 2: 8, Total Profit: 2276
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 979 Profit 2: 21, Volume 2: 9, Total Profit: 2289
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 980 Profit 2: 20, Volume 2: 10, Total Profit: 2300
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 981 Profit 2: 19, Volume 2: 11, Total Profit: 2309
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 982 Profit 2: 18, Volume 2: 12, Total Profit: 2316
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 983 Profit 2: 17, Volume 2: 13, Total Profit: 2321
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 984 Profit 2: 16, Volume 2: 14, Total Profit: 2324
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 985 Profit 2: 15, Volume 2: 15, Total Profit: 2325
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 986 Profit 2: 14, Volume 2: 16, Total Profit: 2324
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 987 Profit 2: 13, Volume 2: 17, Total Profit: 2321
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 988 Profit 2: 12, Volume 2: 18, Total Profit: 2316
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 989 Profit 2: 11, Volume 2: 19, Total Profit: 2309
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 990 Profit 2: 10, Volume 2: 20, Total Profit: 2300
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 991 Profit 2: 9, Volume 2: 21, Total Profit: 2289
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 992 Profit 2: 8, Volume 2: 22, Total Profit: 2276
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 993 Profit 2: 7, Volume 2: 23, Total Profit: 2261
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 994 Profit 2: 6, Volume 2: 24, Total Profit: 2244
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 995 Profit 2: 5, Volume 2: 25, Total Profit: 2225
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 996 Profit 2: 4, Volume 2: 26, Total Profit: 2204
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 997 Profit 2: 3, Volume 2: 27, Total Profit: 2181
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 998 Profit 2: 2, Volume 2: 28, Total Profit: 2156
Price 1 = 970, Profit 1: 30, Volume 1: 70, Price 2: 999 Profit 2: 1, Volume 2: 29, Total Profit: 2129
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 972 Profit 2: 28, Volume 2: 1, Total Profit: 2087
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 973 Profit 2: 27, Volume 2: 2, Total Profit: 2113
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 974 Profit 2: 26, Volume 2: 3, Total Profit: 2137
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 975 Profit 2: 25, Volume 2: 4, Total Profit: 2159
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 976 Profit 2: 24, Volume 2: 5, Total Profit: 2179
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 977 Profit 2: 23, Volume 2: 6, Total Profit: 2197
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 978 Profit 2: 22, Volume 2: 7, Total Profit: 2213
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 979 Profit 2: 21, Volume 2: 8, Total Profit: 2227
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 980 Profit 2: 20, Volume 2: 9, Total Profit: 2239
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 981 Profit 2: 19, Volume 2: 10, Total Profit: 2249
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 982 Profit 2: 18, Volume 2: 11, Total Profit: 2257
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 983 Profit 2: 17, Volume 2: 12, Total Profit: 2263
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 984 Profit 2: 16, Volume 2: 13, Total Profit: 2267
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 985 Profit 2: 15, Volume 2: 14, Total Profit: 2269
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 986 Profit 2: 14, Volume 2: 15, Total Profit: 2269
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 987 Profit 2: 13, Volume 2: 16, Total Profit: 2267
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 988 Profit 2: 12, Volume 2: 17, Total Profit: 2263
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 989 Profit 2: 11, Volume 2: 18, Total Profit: 2257
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 990 Profit 2: 10, Volume 2: 19, Total Profit: 2249
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 991 Profit 2: 9, Volume 2: 20, Total Profit: 2239
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 992 Profit 2: 8, Volume 2: 21, Total Profit: 2227
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 993 Profit 2: 7, Volume 2: 22, Total Profit: 2213
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 994 Profit 2: 6, Volume 2: 23, Total Profit: 2197
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 995 Profit 2: 5, Volume 2: 24, Total Profit: 2179
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 996 Profit 2: 4, Volume 2: 25, Total Profit: 2159
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 997 Profit 2: 3, Volume 2: 26, Total Profit: 2137
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 998 Profit 2: 2, Volume 2: 27, Total Profit: 2113
Price 1 = 971, Profit 1: 29, Volume 1: 71, Price 2: 999 Profit 2: 1, Volume 2: 28, Total Profit: 2087
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 973 Profit 2: 27, Volume 2: 1, Total Profit: 2043
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 974 Profit 2: 26, Volume 2: 2, Total Profit: 2068
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 975 Profit 2: 25, Volume 2: 3, Total Profit: 2091
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 976 Profit 2: 24, Volume 2: 4, Total Profit: 2112
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 977 Profit 2: 23, Volume 2: 5, Total Profit: 2131
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 978 Profit 2: 22, Volume 2: 6, Total Profit: 2148
Price 1 = 972, Profit 1: 28, Volume 1: 72, Price 2: 979 Profit 2: 21, Volume 2: 7, Total Profit: 2163
